success,cache_line_sz,cache_queue_size,cache_size,cache_hit_latency,cache_bandwidth,cycle,power,area
TRUE,16,64,65536,4,5,76572,71.5754,2033670
TRUE,32,128,32768,4,5,74639,61.0717,1293250
TRUE,32,32,32768,2,14,69179,65.9947,1338930
TRUE,64,64,16384,3,12,70220,58.3391,1042170
TRUE,64,64,65536,2,9,66246,75.8695,1671260
TRUE,32,64,65536,2,10,68818,74.9608,1836080
TRUE,64,128,65536,3,14,68632,72.9709,1671260
TRUE,32,64,65536,4,14,74003,70.2815,1836080
TRUE,32,64,131072,1,14,66226,135.582,3135880
TRUE,64,128,65536,4,4,72209,70.2653,1671260
TRUE,32,128,16384,1,14,68337,61.0187,1107870
TRUE,32,64,131072,1,15,66348,136.48,3100460
TRUE,64,32,65536,4,15,72504,70.0354,1671260
TRUE,32,128,65536,3,10,70855,72.1979,1790780
TRUE,64,64,16384,3,13,70321,58.5792,1042170
TRUE,64,64,32768,2,12,67154,65.3715,1294760
TRUE,32,128,16384,3,14,73058,57.5073,1116990
TRUE,32,128,131072,2,10,68541,131.789,3145760
TRUE,32,128,131072,4,15,74463,121.779,3145760
TRUE,32,64,131072,2,6,68790,131.456,3145760
TRUE,16,64,131072,1,14,70812,140.11,3144410
TRUE,32,32,16384,2,5,70150,59.0105,1072450
TRUE,32,128,65536,1,7,65864,77.4723,1826200
TRUE,16,128,16384,2,5,78466,56.8638,1126790
TRUE,16,32,131072,1,15,70046,140.894,3099870
TRUE,64,32,16384,2,16,69021,59.997,1086710
TRUE,16,64,32768,2,9,73882,63.9501,1423610
TRUE,64,32,16384,3,9,70279,58.6067,1042170
TRUE,64,32,65536,4,9,72713,69.8853,1671260
TRUE,16,128,65536,1,15,70832,76.8446,2046830
TRUE,64,32,32768,3,16,68515,63.8857,1294760
TRUE,16,32,32768,1,14,70902,66.6764,1458260
TRUE,64,128,131072,1,14,63644,134.778,2861180
TRUE,16,64,65536,4,7,77548,70.295,1989140
TRUE,16,32,32768,2,8,73847,64.4624,1468150
TRUE,64,32,65536,1,14,64056,77.7552,1661370
TRUE,32,128,131072,4,5,74373,121.441,3101220
TRUE,16,64,16384,3,9,81354,55.2388,1126790
TRUE,16,128,131072,1,9,71016,139.863,3144410
TRUE,16,32,131072,2,10,73942,134.93,3154290
TRUE,64,32,32768,4,11,72168,61.3148,1294760
TRUE,16,32,131072,3,10,77154,128.989,3154290
TRUE,64,64,131072,1,16,63805,135.041,2905720
TRUE,32,64,65536,4,9,74583,69.8483,1836080
TRUE,16,64,16384,2,5,77953,56.6682,1082250
TRUE,64,128,16384,3,9,70306,58.5969,1042170
TRUE,32,32,131072,1,12,66764,136.205,3145000
TRUE,64,128,131072,4,14,71886,120.47,2871060
TRUE,32,64,32768,4,8,74750,61.5419,1337790
TRUE,16,128,131072,1,16,70515,140.653,3144410
TRUE,64,32,131072,4,9,71424,121.116,2871060
TRUE,64,32,16384,4,13,73438,56.2617,1042170
TRUE,64,64,131072,3,6,68591,126.713,2871060
TRUE,16,32,16384,4,5,82901,53.6555,1059980
TRUE,64,128,65536,3,7,68654,72.9693,1671260
TRUE,32,128,32768,4,6,74003,61.5676,1294390
TRUE,16,32,65536,3,6,76574,71.9984,2056710
TRUE,32,128,32768,2,12,68805,66.2936,1338930
TRUE,64,128,16384,4,10,73798,56.3396,1042170
TRUE,32,128,16384,1,10,68159,60.6397,1063330
TRUE,16,64,16384,1,12,75287,58.7846,1116910
TRUE,16,64,131072,3,8,77196,128.77,3154290
TRUE,16,64,16384,4,14,82742,54.7893,1149060
TRUE,16,128,16384,1,8,77373,56.9855,1072370
TRUE,64,64,32768,2,14,67670,65.5322,1339300
TRUE,64,64,131072,2,14,66946,129.327,2871060
TRUE,64,128,16384,4,9,73664,56.3938,1042170
TRUE,64,32,65536,3,15,68896,72.7491,1671260
TRUE,32,64,32768,2,4,68698,65.801,1294390
TRUE,64,64,16384,1,16,65433,61.9123,1032280
TRUE,64,64,131072,1,15,64286,136.583,2861180
TRUE,64,128,32768,1,7,64217,67.6286,1284880
TRUE,32,128,32768,3,7,71181,63.3189,1293630
TRUE,32,32,131072,1,16,66198,137.254,3145000
TRUE,32,64,131072,1,16,66016,135.999,3135880
TRUE,16,128,16384,3,4,82098,54.2613,1082250
TRUE,64,128,16384,4,4,73273,56.6602,1042170
TRUE,32,128,16384,1,9,67534,61.0879,1063330
TRUE,32,32,16384,3,5,72302,57.4366,1072450
TRUE,64,128,16384,3,13,70076,58.4349,1042170
TRUE,64,32,32768,3,8,69374,63.239,1294760
TRUE,64,128,16384,1,10,66038,61.7668,1032280
TRUE,64,32,65536,1,7,63805,77.1787,1661370
TRUE,32,128,65536,1,11,65949,77.3366,1826200
TRUE,32,32,32768,2,7,68476,65.6026,1293630
TRUE,32,128,32768,1,4,66075,67.7677,1284510
TRUE,64,32,16384,4,12,73352,56.5931,1042170
TRUE,16,128,16384,4,12,81489,54.9185,1104520
TRUE,32,64,32768,3,9,70497,63.9644,1294390
TRUE,16,128,65536,1,9,69741,77.789,2046830
TRUE,16,128,65536,2,14,73930,73.7023,2012170
TRUE,64,32,131072,2,13,66616,132.778,2871060
TRUE,64,64,65536,2,7,66961,74.3936,1671260
TRUE,16,64,65536,3,14,76552,72.0043,2056710
TRUE,16,128,16384,2,13,78518,56.327,1082250
TRUE,64,128,16384,3,4,70082,58.7626,1042170
TRUE,32,64,65536,1,8,66220,76.5598,1781660
TRUE,16,32,16384,1,7,75505,58.1344,1072370
TRUE,64,64,65536,4,6,71895,70.5197,1671260
TRUE,16,128,16384,2,9,78934,56.6059,1126790
TRUE,16,128,65536,4,4,77012,71.1866,2033670
TRUE,16,64,65536,3,4,76543,71.9929,2056710
TRUE,64,128,65536,1,7,64261,77.5675,1661370
TRUE,16,64,32768,4,16,77700,60.9052,1400570
TRUE,64,64,32768,3,12,68823,63.6533,1294760
TRUE,16,128,131072,4,6,77945,127.078,3131260
TRUE,16,32,32768,2,5,74484,63.9881,1468150
TRUE,32,64,131072,2,11,68824,132.592,3145000
TRUE,32,64,16384,3,9,72717,57.7338,1116990
TRUE,32,32,131072,4,13,73947,122.003,3101220
TRUE,64,64,32768,3,15,68525,63.8757,1294760
TRUE,64,64,131072,2,8,67438,131.347,2871060
TRUE,16,128,32768,4,8,76934,61.4007,1400950
TRUE,16,64,131072,1,5,70261,141.257,3144410
TRUE,32,64,16384,4,11,76819,54.7493,1072450
TRUE,64,64,32768,2,10,67027,65.4857,1294760
TRUE,32,128,65536,4,12,74654,69.4766,1790390
TRUE,64,64,32768,4,16,71826,61.1453,1294760
TRUE,64,128,65536,1,11,64412,77.4102,1661370
TRUE,32,64,65536,3,16,70537,72.2253,1791540
TRUE,16,128,131072,3,12,76732,129.099,3109760
TRUE,16,64,131072,2,13,74491,134.196,3154290
TRUE,32,128,32768,1,12,66063,68.3444,1329050
TRUE,32,32,131072,4,15,74344,123.318,3100070
TRUE,32,32,65536,4,15,73369,70.2333,1791540
TRUE,64,32,16384,3,6,70288,58.5823,1042170
TRUE,16,64,65536,2,13,73391,74.7126,2056710
TRUE,16,32,65536,2,14,74019,74.1623,2056710
TRUE,64,64,65536,2,12,66868,75.2889,1671260
TRUE,64,128,65536,2,6,66592,75.5322,1671260
TRUE,32,128,32768,1,14,65556,68.5944,1338170
TRUE,64,128,16384,4,14,74054,55.8807,1042170
TRUE,64,64,131072,2,9,67050,132.02,2871060
TRUE,16,64,131072,4,16,77067,127.993,3131260
TRUE,16,32,16384,3,7,81691,55.0293,1126790
TRUE,16,64,131072,1,11,70601,140.649,3144410
TRUE,16,128,65536,4,16,76998,71.2871,2034060
TRUE,64,32,131072,1,7,64081,137.019,2861180
TRUE,64,128,32768,4,12,71953,61.4547,1294760
TRUE,64,64,32768,1,14,64585,67.3074,1284880
TRUE,64,128,32768,3,11,69086,63.4539,1294760
TRUE,64,64,16384,3,9,70214,58.6106,1042170
TRUE,64,64,32768,3,14,68559,63.8569,1294760
TRUE,32,64,65536,2,7,68487,74.6226,1790780
TRUE,32,32,65536,4,7,74000,69.7472,1791540
TRUE,64,32,16384,2,15,67910,60.6017,1042170
TRUE,64,128,32768,2,6,66868,65.7525,1339300
TRUE,32,32,65536,3,4,71061,72.0351,1790780
TRUE,64,128,65536,4,9,72383,70.1393,1671260
TRUE,32,64,16384,4,13,76412,54.9953,1072450
TRUE,32,64,131072,4,8,74553,123.109,3100070
TRUE,32,64,65536,4,15,74075,69.933,1790390
TRUE,32,32,131072,2,9,68685,131.517,3145760
TRUE,64,32,32768,2,13,66800,65.7875,1339300
TRUE,32,32,65536,3,6,70547,72.2137,1791540
TRUE,64,64,131072,1,11,63644,134.746,2861180
TRUE,16,128,32768,4,5,76348,62.3064,1445110
TRUE,32,64,16384,3,7,71829,58.3073,1116990
TRUE,64,64,131072,4,11,72386,122.435,2871060
TRUE,64,32,131072,4,11,72229,122.683,2871060
TRUE,32,32,131072,3,9,71609,126.537,3145000
TRUE,32,128,131072,2,15,68654,131.081,3101220
TRUE,32,128,131072,3,16,70512,125.513,3101220
TRUE,64,32,131072,2,12,67274,131.651,2871060
TRUE,64,64,32768,4,15,71685,61.6409,1294760
TRUE,32,32,65536,3,14,70479,72.2606,1791540
TRUE,16,64,32768,3,14,76150,62.2199,1423610
TRUE,32,32,32768,3,6,71354,63.1802,1293630
TRUE,16,32,16384,4,8,83660,53.7772,1104520
TRUE,64,64,16384,4,9,73897,56.2537,1042170
TRUE,64,32,131072,2,6,67222,131.721,2871060
TRUE,16,32,16384,4,15,83305,53.9613,1104520
TRUE,64,64,16384,1,15,66548,61.4395,1032280
TRUE,32,32,131072,1,6,66322,136.964,3145000
TRUE,32,128,16384,1,8,67789,60.8925,1063330
TRUE,32,32,131072,4,16,74780,122.612,3100070
TRUE,16,128,32768,3,5,76215,62.7169,1468150
TRUE,64,128,16384,1,11,64859,62.3818,1032280
TRUE,64,64,65536,1,5,64368,77.4386,1661370
TRUE,32,64,16384,1,5,67628,61.541,1107870
TRUE,64,32,32768,4,16,72048,61.3924,1294760
TRUE,16,64,16384,2,16,77552,56.8949,1082250
TRUE,16,32,65536,2,8,73448,74.6442,2056710
TRUE,64,128,16384,3,14,70219,58.6428,1042170
TRUE,16,64,32768,4,12,76545,62.1617,1445490
TRUE,64,64,131072,4,12,72552,122.154,2871060
TRUE,16,32,65536,1,10,71351,76.4113,2046830
TRUE,32,128,32768,1,10,65568,68.7141,1329050
TRUE,32,32,131072,2,10,68619,132.822,3145000
TRUE,64,64,32768,4,12,72718,60.9322,1294760
TRUE,32,32,32768,3,8,70652,63.8409,1294390
TRUE,16,64,131072,2,9,74474,134.23,3154290
TRUE,16,128,32768,2,5,73253,64.3132,1423610
TRUE,16,32,16384,1,10,74280,59.4427,1116910
TRUE,32,64,65536,2,4,69004,74.6928,1835320
TRUE,64,128,32768,3,8,68292,64.0544,1294760
TRUE,16,64,65536,3,12,76421,72.0615,2056710
TRUE,32,128,65536,1,14,65934,76.8651,1781660
TRUE,64,64,32768,3,8,68724,63.7233,1294760
TRUE,32,32,16384,3,8,71949,57.6549,1072450
TRUE,32,128,16384,1,4,68201,60.9829,1116990
TRUE,16,32,32768,3,9,77582,61.8785,1468150
TRUE,64,128,131072,2,7,66800,130.143,2915600
TRUE,16,128,131072,2,12,73303,135.893,3154290
TRUE,32,32,16384,1,14,67614,61.5806,1107870
TRUE,64,128,16384,1,14,64882,62.6895,1032280
TRUE,16,32,32768,3,12,76413,62.6312,1468150
TRUE,64,32,65536,3,5,68652,72.1679,1671260
TRUE,64,128,65536,3,6,69271,72.4355,1671260
TRUE,32,32,32768,1,8,66015,68.3421,1329050
TRUE,64,128,16384,3,16,70408,58.5006,1042170
TRUE,16,32,65536,3,7,76593,71.4453,2012170
TRUE,64,64,16384,3,11,70259,58.3314,1042170
TRUE,32,32,65536,1,6,66491,76.8431,1826200
TRUE,32,32,131072,2,16,68995,131.018,3145760
TRUE,16,64,16384,1,4,75214,58.8463,1116910
TRUE,16,128,32768,1,11,70669,66.8492,1458260
TRUE,64,128,131072,3,8,68585,126.694,2871060
TRUE,64,128,131072,1,10,64070,136.977,2861180
TRUE,32,64,131072,3,12,71079,124.657,3101220
TRUE,16,32,32768,3,6,76256,62.724,1468150
TRUE,64,128,131072,3,15,68728,126.511,2871060
TRUE,64,128,32768,4,15,72110,61.3424,1294760
TRUE,16,32,16384,1,8,75289,58.8147,1116910
TRUE,16,64,65536,1,13,70854,76.8921,2046830
TRUE,64,64,65536,1,15,64527,77.3021,1661370
TRUE,32,128,131072,4,14,74729,123.439,3144610
TRUE,16,64,16384,4,6,83484,53.8608,1104520
TRUE,16,64,65536,2,8,74503,73.7687,2056710
TRUE,16,32,32768,3,11,76610,62.4776,1468150
TRUE,32,64,131072,1,10,65862,137.905,3145000
TRUE,16,64,131072,4,14,76569,128.674,3131260
TRUE,64,32,65536,2,6,67212,74.9673,1671260
TRUE,32,128,65536,4,6,74901,69.3128,1790390
TRUE,64,32,16384,1,6,65443,62.28,1032280
TRUE,32,128,32768,1,6,66783,67.0474,1293630
TRUE,32,64,65536,1,16,66531,76.8214,1826200
TRUE,64,128,131072,2,4,66980,129.244,2871060
TRUE,64,64,16384,4,15,73546,56.1731,1042170
TRUE,32,64,16384,1,14,66647,61.6113,1072450
TRUE,32,32,131072,3,10,71520,126.128,3100460
TRUE,16,32,65536,3,16,77920,70.9982,2056710
TRUE,64,32,16384,4,16,73698,56.3836,1042170
TRUE,64,64,65536,4,12,71704,70.664,1671260
TRUE,16,32,65536,4,4,77027,71.2177,2033670
TRUE,64,128,131072,3,9,68300,124.329,2871060
TRUE,32,32,32768,2,8,68573,65.5175,1293630
TRUE,16,32,32768,3,14,76594,61.9906,1423610
TRUE,16,32,131072,1,11,70779,140.434,3144410
TRUE,16,32,16384,2,6,79051,56.5147,1126790
TRUE,32,128,16384,4,16,76413,54.9988,1072450
TRUE,64,128,131072,3,5,68335,124.218,2871060
TRUE,64,64,16384,1,7,65675,62.0576,1032280
TRUE,64,32,16384,3,7,70468,58.1595,1042170
TRUE,32,64,16384,1,16,67237,61.8298,1107870
TRUE,64,32,16384,4,9,74050,56.1665,1042170
TRUE,16,128,32768,1,8,70267,67.1411,1458260
TRUE,16,128,65536,3,8,75779,72.5325,2056710
TRUE,32,128,65536,3,11,70547,72.7841,1836080
TRUE,32,128,16384,4,5,75626,55.9854,1116990
TRUE,32,64,65536,4,13,74634,70.0531,1834930
TRUE,16,128,32768,2,11,74484,64.0384,1468150
TRUE,32,32,65536,3,5,71081,71.8229,1791540
TRUE,64,32,65536,4,7,72474,69.3215,1671260
TRUE,64,32,65536,1,15,64212,77.5981,1661370
TRUE,32,32,16384,4,8,75245,56.3845,1117760
TRUE,16,64,65536,4,11,77374,71.0327,2034060
TRUE,64,128,32768,4,8,71497,61.3796,1294760
TRUE,64,32,16384,2,6,68639,60.045,1042170
TRUE,64,128,65536,1,9,63812,77.1664,1661370
TRUE,16,128,32768,1,4,70326,67.1402,1458260
TRUE,64,128,32768,3,6,68606,63.8137,1294760
TRUE,64,64,131072,3,10,68728,126.495,2871060
TRUE,16,64,65536,2,16,73781,74.3129,2056710
TRUE,16,32,65536,3,5,76604,71.9792,2056710
TRUE,32,64,131072,3,7,70740,125.044,3101220
TRUE,32,32,131072,4,7,73755,122.171,3101220
TRUE,64,64,32768,2,13,66539,65.9024,1294760
TRUE,64,64,131072,3,15,68666,123.775,2871060
TRUE,16,64,65536,4,8,78135,70.4788,2033670
TRUE,32,128,131072,1,10,66413,136.847,3145000
TRUE,64,32,16384,1,4,65024,63.1319,1076820
TRUE,64,32,32768,4,8,71880,61.4991,1294760
TRUE,16,32,131072,4,5,77570,126.813,3086720
TRUE,16,64,32768,2,14,73677,64.5707,1468150
TRUE,32,128,32768,4,13,73953,61.6335,1294390
TRUE,32,64,16384,4,4,76726,55.5227,1117760
TRUE,16,64,131072,3,14,76030,130.68,3154290
TRUE,64,32,65536,3,10,69111,72.5709,1671260
TRUE,64,64,65536,4,7,71886,69.7882,1671260
TRUE,16,128,32768,1,16,71547,66.1566,1458260
TRUE,64,32,16384,3,12,70569,58.4079,1042170
TRUE,16,32,65536,3,4,76398,72.1207,2056710
TRUE,16,32,32768,2,4,73896,64.4667,1468150
TRUE,16,32,131072,2,15,73624,135.507,3154290
TRUE,16,64,16384,3,8,82516,54.6135,1126790
TRUE,64,64,32768,2,9,66850,65.6274,1294760
TRUE,16,128,131072,3,8,76216,129.644,3109760
TRUE,32,32,16384,2,12,70570,59.0982,1073220
TRUE,16,128,65536,1,8,71881,75.5343,2012170
TRUE,32,64,32768,3,5,71248,63.7998,1338170
TRUE,16,32,16384,3,15,83898,53.9019,1126790
TRUE,16,32,32768,3,4,76251,62.7064,1468150
TRUE,32,64,65536,2,12,68379,74.7094,1790780
TRUE,64,128,32768,4,7,71613,61.6903,1294760
TRUE,32,32,32768,1,9,65888,68.4606,1329050
TRUE,32,64,32768,1,16,66495,67.2647,1293630
TRUE,64,64,131072,3,9,68664,126.597,2871060
TRUE,32,128,131072,4,12,74062,121.727,3101220
TRUE,64,64,16384,2,6,68842,59.6026,1042170
TRUE,16,64,131072,2,5,73910,135.085,3154290
TRUE,32,128,131072,2,6,68726,131.601,3145760
TRUE,32,32,16384,3,4,71607,58.6497,1117760
TRUE,64,64,16384,4,5,73983,56.2185,1042170
TRUE,32,32,32768,3,4,71318,63.9131,1338930
TRUE,32,128,131072,2,11,69010,131.152,3145760
TRUE,32,32,16384,1,13,68585,60.7248,1116990
TRUE,32,64,16384,2,5,70459,59.3633,1116990
TRUE,32,64,131072,2,16,68791,131.447,3145760
TRUE,16,128,32768,4,15,78107,61.216,1445490
TRUE,32,64,32768,3,6,70708,63.8133,1294390
TRUE,64,128,16384,3,11,70167,58.7125,1042170
TRUE,32,128,16384,3,6,73020,57.724,1117760
TRUE,16,128,65536,2,10,73899,74.274,2056710
TRUE,64,64,32768,4,14,72203,61.2794,1294760
TRUE,16,64,65536,3,16,75671,72.5722,2056710
TRUE,32,64,65536,2,5,68825,74.8618,1835320
TRUE,32,32,65536,1,5,65680,77.8147,1835320
TRUE,32,64,16384,3,16,73234,56.8573,1072450
TRUE,16,128,16384,2,11,78870,56.6152,1126790
TRUE,64,64,131072,1,10,64366,136.48,2861180
TRUE,32,128,16384,2,8,70290,58.9305,1072450
TRUE,32,32,131072,1,13,66053,135.34,3091340
TRUE,16,64,16384,1,15,75249,58.7968,1116910
TRUE,16,128,65536,1,12,70717,76.9599,2046830
TRUE,64,64,131072,2,16,66936,132.266,2871060
TRUE,16,128,16384,4,14,82601,54.344,1104520
TRUE,32,128,65536,2,4,68641,74.5721,1791540
TRUE,16,32,65536,4,15,76791,71.4108,2034060
TRUE,16,128,16384,3,16,80106,55.3259,1082250
TRUE,32,128,131072,4,10,74505,121.132,3101220
TRUE,32,32,16384,3,14,72500,57.5189,1073220
TRUE,32,128,16384,4,15,76694,54.9859,1073220
TRUE,16,64,32768,3,12,76604,61.9527,1423610
TRUE,32,128,16384,2,6,69633,60.2996,1117760
TRUE,16,64,131072,2,11,74073,134.709,3154290
TRUE,64,32,131072,3,11,68694,126.558,2871060
TRUE,16,128,65536,4,7,76831,71.3951,2034060
TRUE,64,128,16384,2,7,67872,60.6,1042170
TRUE,64,128,16384,1,7,65332,62.0099,1032280
TRUE,64,128,131072,1,15,64261,136.617,2861180
TRUE,64,32,16384,3,5,70551,58.1033,1042170
TRUE,64,128,65536,3,12,68554,73.0465,1671260
TRUE,32,128,65536,1,6,66400,76.407,1781660
TRUE,32,64,32768,2,5,68263,66.1306,1294390
TRUE,16,128,16384,1,13,75082,58.9419,1116910
TRUE,32,64,32768,4,7,73722,61.7938,1294390
TRUE,16,32,16384,1,5,74140,59.5322,1116910
TRUE,64,64,16384,2,5,68014,60.1781,1042170
TRUE,64,128,65536,4,10,72769,69.8414,1671260
TRUE,64,128,32768,2,14,66889,65.1859,1294760
TRUE,32,32,32768,4,14,74015,62.1515,1338930
TRUE,16,32,131072,2,6,73777,135.307,3154290
TRUE,16,32,65536,2,9,74171,73.4911,2012170
TRUE,16,64,65536,4,12,77179,71.1408,2033670
TRUE,16,64,16384,4,15,84298,53.4369,1104520
TRUE,64,128,65536,4,7,72310,70.181,1671260
TRUE,64,128,32768,2,15,67687,64.9714,1294760
TRUE,16,128,65536,4,12,77160,70.5435,1989140
TRUE,64,128,16384,3,15,70374,58.5343,1042170
TRUE,64,64,131072,4,5,72208,122.706,2871060
TRUE,16,128,16384,4,4,82908,53.615,1059980
TRUE,64,32,131072,1,12,63805,134.483,2861180
TRUE,32,64,32768,3,12,70804,63.5763,1293630
TRUE,32,64,16384,2,11,70920,59.0508,1116990
TRUE,32,64,16384,3,5,71958,57.6673,1072450
TRUE,64,128,131072,3,6,69099,125.883,2871060
TRUE,16,32,32768,2,12,73839,64.4898,1468150
TRUE,32,128,65536,3,6,71676,71.562,1790780
TRUE,16,32,32768,1,13,70515,66.9385,1458260
TRUE,64,32,65536,2,4,67065,75.6553,1715800
TRUE,64,128,16384,1,9,65530,62.1966,1032280
TRUE,64,32,16384,3,10,70284,58.2789,1042170
TRUE,32,32,131072,1,8,65747,137.527,3100460
TRUE,32,32,131072,3,12,70640,127.571,3100460
TRUE,64,64,32768,2,7,67657,64.9954,1294760
TRUE,64,128,32768,1,15,63670,68.1041,1284880
TRUE,16,64,16384,3,13,81437,54.6814,1082250
TRUE,16,32,32768,2,9,74486,63.5255,1423610
TRUE,16,32,131072,3,15,76399,130.004,3154290
TRUE,64,128,16384,2,15,68188,60.3861,1042170
TRUE,16,128,65536,4,9,77194,70.5703,1989140
TRUE,64,128,16384,2,8,68289,60.3097,1042170
TRUE,16,64,65536,3,5,76580,71.9689,2056710
TRUE,64,64,131072,1,13,64079,136.938,2861180
TRUE,64,32,65536,2,16,66946,75.2105,1671260
TRUE,64,64,32768,4,13,71663,61.6533,1294760
TRUE,16,32,32768,2,16,73818,64.4997,1468150
TRUE,32,64,65536,1,12,66279,76.7492,1790780
TRUE,16,128,65536,4,10,77017,71.2165,2033670
TRUE,16,128,16384,4,7,83721,53.7705,1104520
TRUE,32,64,16384,2,12,69621,59.9217,1116990
TRUE,32,128,16384,4,12,76958,55.2351,1116990
TRUE,32,64,131072,4,16,73982,122.473,3145760
TRUE,32,32,131072,1,9,66218,135.504,3135880
TRUE,16,32,16384,3,10,83733,53.4054,1082250
TRUE,32,64,32768,3,15,70776,63.6079,1293630
TRUE,16,64,32768,3,8,76234,62.7885,1468150
TRUE,16,64,65536,4,14,76571,71.5825,2034060
TRUE,64,64,131072,1,4,64973,135.321,2861180
TRUE,64,128,32768,3,5,68429,63.9466,1294760
TRUE,16,32,32768,1,4,70679,66.8303,1458260
TRUE,64,32,16384,4,5,73840,56.2996,1042170
TRUE,64,128,131072,2,6,66853,129.482,2871060
TRUE,16,32,32768,3,7,76799,61.8329,1423610
TRUE,64,32,65536,3,13,68963,71.904,1671260
TRUE,32,128,65536,2,6,68713,74.96,1835320
TRUE,64,128,16384,4,5,73935,56.2448,1042170
TRUE,32,64,65536,3,12,70751,72.2683,1790780
TRUE,64,64,16384,4,8,73393,56.2833,1042170
TRUE,32,64,131072,4,4,74024,121.904,3101220
TRUE,16,32,16384,4,13,82777,54.7808,1149060
TRUE,16,64,131072,3,5,76017,130.522,3154290
TRUE,16,32,16384,4,12,83352,53.9526,1104520
TRUE,32,64,16384,3,15,71878,57.9169,1073220
TRUE,32,128,16384,2,4,71070,59.2978,1117760
TRUE,64,64,65536,4,14,71962,70.4686,1671260
TRUE,32,128,131072,2,9,68808,132.519,3145000
TRUE,32,128,16384,1,7,68173,60.5777,1063330
TRUE,64,64,131072,4,7,71232,124.153,2871060
TRUE,32,64,16384,1,6,68777,60.0096,1072450
TRUE,32,32,131072,3,5,70576,127.728,3100460
TRUE,64,64,16384,3,6,70073,58.7769,1042170
TRUE,64,64,131072,2,12,67614,131.048,2871060
TRUE,32,64,32768,4,13,73829,61.6085,1293250
TRUE,16,128,131072,1,13,70560,140.511,3144410
TRUE,16,128,65536,3,13,76024,72.3565,2056710
TRUE,16,32,131072,4,12,77721,126.913,3086720
TRUE,32,32,32768,3,10,70336,64.0521,1294390
TRUE,32,128,131072,2,7,68623,132.195,3100460
TRUE,32,64,16384,2,7,70304,59.4739,1116990
TRUE,64,32,32768,1,12,64252,67.5884,1284880
TRUE,64,32,65536,2,9,66862,75.2997,1671260
TRUE,16,32,131072,3,6,76221,130.37,3154290
TRUE,32,32,16384,1,6,67967,61.16,1116990
TRUE,64,64,131072,4,14,71955,123.039,2871060
TRUE,16,32,32768,4,15,77162,61.7818,1445110
TRUE,32,128,131072,4,9,73535,122.501,3101220
TRUE,64,32,65536,3,14,68386,73.2054,1671260
TRUE,16,64,131072,1,10,70599,140.388,3144410
TRUE,64,128,32768,1,10,64000,67.8205,1284880
TRUE,32,64,32768,2,7,68651,65.8349,1294390
TRUE,16,64,16384,2,9,79103,56.5318,1126790
TRUE,32,64,32768,3,16,70937,63.6317,1294390
TRUE,16,128,65536,1,5,69884,77.7281,2046830
TRUE,64,64,65536,4,4,71931,69.7452,1671260
TRUE,64,32,16384,2,14,67780,60.9197,1086710
TRUE,64,64,32768,3,10,68317,63.622,1294760
TRUE,32,32,16384,3,15,72997,57,1072450
TRUE,64,64,131072,2,4,67089,131.935,2871060
TRUE,32,64,65536,1,11,66193,76.7602,1790780
TRUE,64,32,131072,3,15,68983,126.068,2871060
TRUE,32,32,32768,1,15,65835,67.8579,1293630
TRUE,16,64,131072,1,12,70723,140.193,3144410
TRUE,32,128,131072,4,11,73704,122.291,3101220
TRUE,64,128,65536,3,8,68639,72.2039,1671260
TRUE,64,32,32768,4,15,72195,61.2928,1294760
TRUE,32,128,16384,4,9,76272,55.2559,1073220
TRUE,16,64,131072,1,16,70992,139.78,3144410
