success,cache_line_sz,cache_queue_size,cache_size,cache_hit_latency,cache_bandwidth,cycle,power,area
TRUE,16,128,32768,4,9,77217,61.2233,1400570
TRUE,32,128,32768,4,11,73975,62.1564,1338930
TRUE,16,32,32768,1,16,70794,66.7301,1458260
TRUE,32,32,131072,1,10,66466,136.779,3145000
TRUE,16,128,65536,1,13,70226,77.3844,2046830
TRUE,16,64,16384,3,7,81647,55.3184,1149060
TRUE,64,64,65536,4,15,72153,70.3217,1671260
TRUE,16,64,32768,2,6,73758,64.5379,1468150
TRUE,16,128,65536,1,10,70938,76.7388,2046830
TRUE,32,128,32768,3,11,70352,64.6166,1338930
TRUE,64,64,32768,2,8,67118,65.9701,1339300
TRUE,16,128,32768,3,16,75429,63.2613,1468150
TRUE,32,128,131072,1,14,66022,137.407,3145000
TRUE,16,128,16384,4,5,83334,53.9696,1104520
TRUE,32,32,32768,3,5,70547,63.9058,1294390
TRUE,32,128,16384,3,13,72798,57.3064,1073220
TRUE,64,64,32768,3,4,68760,63.6968,1294760
TRUE,16,128,131072,2,7,73706,135.144,3154290
TRUE,64,64,16384,4,10,73574,56.4698,1042170
TRUE,32,128,16384,3,16,72474,57.322,1072450
TRUE,16,64,16384,4,11,82549,54.8954,1149060
TRUE,64,64,16384,4,6,73648,56.1266,1042170
TRUE,16,128,32768,3,15,76439,62.6142,1468150
TRUE,64,64,65536,3,5,68888,72.7716,1671260
TRUE,32,64,65536,1,15,66208,77.3379,1835320
TRUE,32,128,65536,4,15,74234,69.7987,1790390
TRUE,64,128,65536,4,8,72103,70.3631,1671260
TRUE,64,32,65536,1,12,63857,77.7027,1705910
TRUE,16,64,16384,2,4,78610,56.7704,1126790
TRUE,32,32,65536,2,10,68204,75.3935,1835320
TRUE,64,64,65536,3,15,68724,72.912,1671260
TRUE,64,64,16384,2,14,68668,60.2381,1086710
TRUE,16,64,16384,4,16,84244,53.4898,1104520
TRUE,32,64,16384,3,10,71866,58.4841,1117760
TRUE,64,128,65536,4,15,71857,70.5439,1671260
TRUE,16,32,65536,4,6,78384,70.3003,2034060
TRUE,32,64,131072,1,7,66009,137.785,3145000
TRUE,32,64,131072,3,10,71096,126.837,3100460
TRUE,16,32,65536,1,9,70680,76.9957,2046830
TRUE,16,128,32768,2,10,73877,64.4462,1468150
TRUE,64,32,16384,1,7,65966,61.835,1032280
TRUE,16,128,131072,3,5,77045,129.284,3154290
TRUE,64,128,32768,1,16,63814,68.1025,1329420
TRUE,64,64,131072,4,4,72208,122.656,2871060
TRUE,32,64,32768,4,14,73955,62.1897,1338930
TRUE,16,128,65536,2,16,73798,74.3473,2056710
TRUE,64,128,65536,2,7,67050,75.669,1715800
TRUE,64,32,16384,2,12,67929,60.2638,1042170
TRUE,64,64,65536,3,8,68984,72.6861,1671260
TRUE,64,32,32768,4,14,72189,61.2911,1294760
TRUE,64,128,131072,2,13,66510,132.955,2871060
TRUE,64,128,131072,3,7,68376,124.215,2871060
TRUE,64,64,16384,1,10,65492,62.2295,1032280
TRUE,32,64,131072,2,15,68895,131.172,3145760
TRUE,32,128,131072,2,13,68618,132.846,3145000
TRUE,64,32,131072,1,11,64908,135.439,2861180
TRUE,32,128,16384,4,14,76665,55.5716,1117760
TRUE,16,64,32768,2,8,73754,64.5685,1468150
TRUE,64,32,32768,2,16,67232,65.3291,1294760
TRUE,16,128,32768,4,11,76932,61.3692,1400570
TRUE,32,128,131072,1,16,65356,138.772,3145000
TRUE,32,128,131072,1,9,66193,136.782,3100460
TRUE,64,128,16384,2,16,68854,59.8987,1042170
TRUE,64,32,65536,4,14,72056,70.3861,1671260
TRUE,32,64,16384,4,6,75702,55.9537,1116990
TRUE,64,32,32768,3,11,68622,63.7991,1294760
TRUE,64,128,131072,2,9,68196,130.114,2871060
TRUE,64,128,16384,3,7,70230,58.6572,1042170
TRUE,64,128,65536,4,6,72148,70.3295,1671260
TRUE,32,32,65536,3,12,70518,72.2572,1791540
TRUE,64,64,131072,2,11,67500,131.298,2871060
TRUE,16,128,131072,2,5,74989,132.797,3109760
TRUE,32,128,32768,2,8,68814,65.7281,1294390
TRUE,64,64,65536,4,16,72365,70.1583,1671260
TRUE,64,128,32768,4,10,72153,61.3219,1294760
TRUE,16,32,65536,1,11,70329,77.3397,2046830
TRUE,16,128,32768,3,6,76582,61.9628,1423610
TRUE,64,32,65536,4,13,72136,70.336,1671260
TRUE,32,32,32768,4,12,74774,61.5415,1337790
TRUE,32,32,65536,1,13,65883,77.4264,1826200
TRUE,64,64,65536,2,16,66579,75.5711,1671260
TRUE,16,64,131072,1,4,70232,141.132,3144410
TRUE,64,64,16384,2,10,68594,59.7683,1042170
TRUE,16,128,16384,3,7,81275,55.2467,1126790
TRUE,64,32,16384,4,10,73927,56.2463,1042170
TRUE,64,64,65536,4,11,71908,69.7616,1671260
TRUE,32,128,16384,4,11,75637,55.4553,1072450
TRUE,32,128,65536,4,8,74632,70.0566,1834930
TRUE,16,32,131072,4,15,77185,127.935,3131260
TRUE,32,64,32768,3,10,70547,63.9325,1294390
TRUE,32,128,65536,4,16,73953,69.7111,1791540
TRUE,16,128,65536,4,13,77390,70.4314,1989140
TRUE,16,128,131072,4,15,77179,127.429,3086720
TRUE,32,32,32768,4,16,74404,61.8856,1338930
TRUE,32,64,65536,2,16,68598,74.5211,1790780
TRUE,32,128,16384,3,12,72433,57.5669,1073220
TRUE,16,64,65536,1,5,71646,76.183,2046830
TRUE,64,32,65536,1,6,64251,77.571,1661370
TRUE,32,64,131072,2,14,68619,132.83,3145000
TRUE,32,128,32768,2,9,68616,66.4211,1338930
TRUE,64,128,65536,4,14,72243,69.504,1671260
TRUE,16,32,16384,3,5,81826,54.9908,1126790
TRUE,32,32,131072,3,8,70654,127.55,3100460
TRUE,64,128,16384,2,12,67961,60.2238,1042170
TRUE,64,64,32768,3,9,68707,63.7343,1294760
TRUE,32,64,65536,2,11,69491,73.7223,1790780
TRUE,64,32,32768,1,8,65019,66.937,1284880
TRUE,64,64,65536,1,10,64512,77.3071,1661370
TRUE,32,32,32768,4,6,74018,62.1512,1338930
TRUE,16,64,32768,2,4,73577,64.1086,1423610
TRUE,64,128,32768,2,5,67456,65.1534,1294760
TRUE,64,32,16384,2,10,68260,59.9926,1042170
TRUE,32,32,131072,2,8,68868,130.693,3101220
TRUE,32,128,131072,2,8,68811,132.58,3145000
TRUE,64,32,16384,3,4,70083,58.7388,1042170
TRUE,16,64,65536,1,10,69920,77.194,2002290
TRUE,64,64,16384,2,4,68858,60.1345,1086710
TRUE,16,64,16384,1,10,75849,58.4689,1116910
TRUE,64,64,65536,1,7,64321,77.5086,1661370
TRUE,64,32,65536,2,12,66946,74.9736,1715800
TRUE,16,64,32768,3,10,76587,61.9638,1423610
TRUE,16,32,16384,2,5,78605,56.8485,1126790
TRUE,16,64,16384,4,5,82497,54.3964,1104520
TRUE,64,32,131072,2,15,66601,130.501,2915600
TRUE,16,32,131072,4,6,77750,126.73,3086720
TRUE,64,64,32768,3,16,68961,63.5498,1294760
TRUE,16,64,32768,4,8,77179,61.7856,1445110
TRUE,64,64,32768,1,6,63849,68.4914,1329420
TRUE,32,128,65536,3,12,70658,72.3708,1790780
TRUE,32,64,65536,4,7,74665,69.4658,1790390
TRUE,32,64,131072,1,4,66244,135.442,3135880
TRUE,16,64,16384,3,4,82302,54.7274,1126790
TRUE,16,32,131072,2,13,73206,135.633,3109760
TRUE,64,64,65536,1,16,64327,77.4846,1661370
TRUE,32,64,131072,2,13,68823,131.353,3145760
TRUE,64,128,131072,2,11,66727,133.112,2915600
TRUE,32,64,16384,2,13,70152,59.5677,1116990
TRUE,16,128,32768,4,7,76999,61.3353,1400570
TRUE,64,64,131072,4,10,72055,122.885,2871060
TRUE,16,128,131072,4,13,77180,128.065,3131260
TRUE,32,32,65536,4,16,74617,69.4881,1790390
TRUE,16,128,16384,2,12,79745,56.1765,1126790
TRUE,32,64,16384,4,16,76094,55.3323,1073220
TRUE,32,128,16384,1,15,66767,62.195,1107870
TRUE,64,128,16384,1,4,66189,61.6739,1032280
TRUE,16,128,32768,2,7,73901,64.4604,1468150
TRUE,16,64,65536,4,6,76987,71.2594,2034060
TRUE,32,32,16384,2,6,70297,59.4675,1116990
TRUE,16,128,65536,4,11,75931,71.4757,1989520
TRUE,32,64,131072,3,6,71245,126.668,3100460
TRUE,64,128,131072,1,6,64000,137.176,2861180
TRUE,16,128,131072,4,8,77337,127.849,3131260
TRUE,64,128,16384,4,11,73609,56.1378,1042170
TRUE,16,64,32768,4,11,77136,61.8165,1445110
TRUE,32,128,131072,3,14,70551,125.486,3101220
TRUE,16,64,65536,4,10,78148,69.904,1989140
TRUE,16,64,16384,2,8,77313,57.5848,1126790
TRUE,16,128,131072,4,5,76577,128.965,3131260
TRUE,16,64,65536,1,6,71780,75.5316,2002290
TRUE,16,32,32768,2,7,73787,63.9469,1423610
TRUE,64,64,16384,4,12,73886,55.9806,1042170
TRUE,32,128,32768,2,14,69009,65.5555,1294390
TRUE,32,64,65536,3,6,70870,71.9701,1791540
TRUE,16,64,131072,4,7,77432,127.848,3131640
TRUE,32,32,32768,3,12,70554,63.7589,1293630
TRUE,64,32,131072,4,10,71843,123.261,2871060
TRUE,16,64,32768,3,9,76575,62.5081,1468150
TRUE,32,128,131072,3,6,70863,127.175,3100460
TRUE,32,32,131072,4,12,75317,122.074,3100070
TRUE,32,32,16384,4,13,75951,55.2492,1072450
TRUE,32,128,16384,4,10,77627,54.3054,1072450
TRUE,32,64,32768,3,7,70915,63.6659,1294390
TRUE,64,64,65536,2,13,67050,75.1152,1671260
TRUE,16,32,131072,1,8,71478,139.048,3144410
TRUE,64,32,65536,3,4,68632,72.1869,1671260
TRUE,16,64,32768,2,13,73990,64.3882,1468150
TRUE,32,128,65536,3,13,70997,72.0848,1790780
TRUE,64,128,65536,4,16,71178,71.0725,1671260
TRUE,64,64,65536,1,4,64568,77.2587,1661370
TRUE,16,64,32768,3,13,76148,62.7892,1468150
TRUE,16,32,131072,1,12,70177,141.185,3144410
TRUE,64,32,32768,4,6,71606,61.6893,1294760
TRUE,16,32,16384,2,7,77235,57.6059,1126790
TRUE,32,32,32768,4,9,75277,60.6629,1293250
TRUE,16,128,32768,3,14,75799,63.0149,1468150
TRUE,64,32,131072,2,4,67123,132.434,2915600
TRUE,16,32,131072,2,4,73759,135.285,3154290
TRUE,64,64,16384,2,15,68736,59.9779,1042170
TRUE,32,64,16384,4,15,76316,55.1934,1073220
TRUE,32,128,65536,1,10,65965,76.7892,1781660
TRUE,64,128,32768,3,7,68607,63.8104,1294760
TRUE,32,64,32768,2,11,69362,65.4645,1338170
TRUE,32,64,131072,2,9,68171,133.585,3145000
TRUE,16,128,32768,1,15,70965,66.6017,1458260
TRUE,32,64,32768,3,11,70740,64.3096,1338930
TRUE,16,128,131072,1,15,70328,140.444,3099870
TRUE,64,64,16384,4,14,73047,56.5094,1042170
TRUE,32,64,131072,4,7,74158,121.722,3101220
TRUE,32,64,16384,3,14,72757,57.1632,1072450
TRUE,32,64,16384,2,9,69500,59.4619,1072450
TRUE,32,128,32768,1,9,66309,67.9969,1338170
TRUE,16,128,16384,3,15,80846,55.4973,1126790
TRUE,32,32,32768,2,10,68636,65.8785,1294390
TRUE,32,128,131072,1,11,65895,136.118,3135880
TRUE,64,64,32768,3,7,68653,63.3533,1294760
TRUE,32,64,131072,2,5,69296,131.759,3145000
TRUE,32,64,131072,4,10,74585,123.008,3100070
TRUE,64,64,32768,1,8,64085,67.7489,1284880
TRUE,16,64,131072,2,6,73149,136.2,3154290
TRUE,32,128,131072,3,13,70910,127.678,3145000
TRUE,32,128,65536,1,15,66192,77.1263,1826200
TRUE,64,32,16384,2,4,68386,60.242,1042170
TRUE,64,128,65536,2,12,67416,74.5617,1715800
TRUE,16,128,16384,3,13,81120,55.0631,1104520
TRUE,32,32,65536,1,12,65726,77.7705,1835320
TRUE,64,128,65536,1,12,64483,77.3497,1661370
TRUE,32,64,65536,2,8,68799,74.8857,1835320
TRUE,32,128,32768,4,15,74415,61.8733,1338930
TRUE,16,32,131072,1,4,69875,141.868,3144410
TRUE,64,64,16384,4,11,73388,56.5831,1042170
TRUE,64,64,131072,2,5,67065,131.995,2871060
TRUE,32,64,32768,1,4,66334,67.5044,1284510
TRUE,16,64,65536,2,6,73061,74.9413,2056710
TRUE,64,32,16384,1,10,65244,62.4055,1032280
TRUE,32,128,16384,4,8,77115,55.145,1116990
TRUE,64,32,32768,2,14,66558,65.8613,1294760
TRUE,16,128,32768,3,11,75796,63.0297,1468150
TRUE,32,128,32768,2,13,68984,65.7604,1338170
TRUE,16,32,32768,4,4,76408,62.2858,1445490
TRUE,16,32,32768,2,11,74073,64.3148,1468150
TRUE,32,32,131072,4,14,75038,120.404,3101220
TRUE,16,32,32768,3,8,75525,63.2128,1468150
TRUE,64,128,65536,4,13,72074,70.3697,1671260
TRUE,16,128,16384,3,10,81466,55.4413,1149060
TRUE,64,128,32768,3,14,67766,64.4501,1294760
TRUE,16,32,131072,1,7,71269,139.457,3144410
TRUE,32,64,131072,4,11,73969,122.543,3145760
TRUE,16,128,131072,3,10,76216,130.281,3154290
TRUE,64,32,131072,3,14,69302,125.602,2871060
TRUE,64,64,65536,2,8,66844,75.3081,1671260
TRUE,64,128,32768,3,12,68635,63.8049,1294760
TRUE,32,32,32768,3,14,71155,63.8962,1338170
TRUE,16,32,16384,2,13,78944,56.6272,1126790
TRUE,64,32,65536,4,10,72026,70.4207,1671260
TRUE,16,128,16384,2,14,77981,57.1609,1126790
TRUE,64,32,65536,1,9,64356,77.4637,1661370
TRUE,64,32,131072,4,5,72672,122.032,2871060
TRUE,32,128,32768,2,16,68682,65.9991,1338170
TRUE,64,128,32768,4,9,71927,61.0762,1294760
TRUE,32,128,16384,3,15,72269,58.0049,1116990
TRUE,64,128,16384,2,10,68330,60.2643,1042170
TRUE,32,32,65536,1,4,66462,77.0763,1835320
TRUE,64,128,32768,2,10,67071,65.451,1294760
TRUE,32,32,32768,1,14,65880,68.477,1329050
TRUE,64,64,65536,1,9,63862,77.9501,1661370
TRUE,32,32,65536,2,13,68642,74.5344,1791540
TRUE,64,64,16384,1,8,65562,61.8655,1032280
TRUE,64,64,16384,1,14,65708,62.0497,1032280
TRUE,32,64,32768,4,12,74119,61.3775,1293250
TRUE,16,64,65536,2,12,73655,74.4729,2056710
TRUE,16,32,32768,4,14,77179,61.8,1445110
TRUE,32,128,32768,1,11,65987,67.7154,1293630
TRUE,16,128,16384,3,9,81305,54.6722,1082250
TRUE,16,64,16384,1,5,75483,58.6986,1116910
TRUE,32,128,16384,1,13,67221,61.2997,1063330
TRUE,32,64,65536,2,15,68096,75.5687,1836080
TRUE,16,128,131072,3,13,76589,129.68,3154290
TRUE,16,32,32768,4,6,77358,61.6733,1445110
TRUE,16,32,131072,1,5,70845,140.028,3144410
TRUE,64,64,131072,4,15,72051,122.941,2871060
TRUE,16,32,32768,4,8,77017,61.2993,1400570
TRUE,64,128,65536,2,10,66966,74.9573,1715800
TRUE,32,64,16384,1,7,68133,60.5013,1072450
TRUE,32,32,16384,4,11,75168,55.9007,1073220
TRUE,32,32,32768,3,11,70804,63.5895,1293630
TRUE,64,128,32768,1,13,64258,67.5897,1284880
TRUE,32,128,131072,2,14,68630,132.207,3100460
TRUE,16,64,32768,2,11,74015,64.3849,1468150
TRUE,16,64,32768,1,7,70176,67.15,1458260
TRUE,32,128,65536,3,15,70929,71.8991,1791540
TRUE,32,128,16384,2,5,68909,59.8718,1072450
TRUE,64,128,32768,2,11,66915,65.5805,1294760
TRUE,32,64,131072,2,12,69273,131.776,3145000
TRUE,16,32,131072,1,9,70534,140.651,3144410
TRUE,16,32,32768,2,13,73959,63.8791,1423610
TRUE,64,32,65536,2,5,66946,74.979,1715800
TRUE,16,128,16384,1,16,75958,58.3252,1116910
TRUE,32,128,32768,1,15,66480,67.9898,1329050
TRUE,16,32,65536,1,7,70542,77.0746,2046830
TRUE,16,64,32768,4,10,77382,61.0979,1400570
TRUE,64,64,131072,3,5,68779,126.351,2871060
TRUE,64,64,32768,2,4,67064,65.4518,1294760
TRUE,64,128,32768,4,4,72191,61.2869,1294760
TRUE,64,32,32768,1,11,64416,67.4408,1284880
TRUE,64,32,32768,1,4,64113,67.7173,1284880
TRUE,32,64,16384,4,8,77266,54.5033,1072450
TRUE,32,32,131072,4,8,74446,123.148,3100070
TRUE,64,32,65536,2,14,67043,75.1217,1671260
TRUE,64,128,16384,4,12,73688,56.3899,1042170
TRUE,16,64,131072,4,6,77004,128.305,3131260
TRUE,64,128,131072,4,15,71660,123.544,2871060
TRUE,16,32,65536,2,13,75679,72.3299,2012170
TRUE,16,32,65536,2,10,73877,74.2896,2056710
TRUE,16,128,16384,3,14,81675,54.491,1082250
TRUE,16,64,65536,4,15,77561,70.8208,2033670
TRUE,32,128,131072,4,13,74171,121.688,3101220
TRUE,64,64,32768,1,15,64061,67.7541,1284880
TRUE,32,64,16384,4,12,76156,55.8524,1117760
TRUE,32,64,16384,1,4,67018,61.4663,1063330
TRUE,64,128,16384,4,15,74042,56.1775,1042170
TRUE,32,128,32768,3,8,70674,64.3695,1338930
TRUE,32,128,131072,3,12,70547,126.019,3145760
TRUE,16,32,16384,1,15,75496,58.6965,1116910
TRUE,16,128,65536,1,16,70802,76.8889,2046830
TRUE,32,32,16384,3,16,71556,58.4714,1116990
TRUE,64,32,32768,3,14,68316,63.6069,1294760
TRUE,16,64,16384,2,6,79086,56.5033,1126790
TRUE,32,32,131072,2,14,68753,132.603,3145000
TRUE,64,64,16384,1,5,65533,62.1794,1032280
TRUE,16,128,131072,1,4,70740,140.543,3144410
TRUE,16,32,16384,3,16,81217,55.3186,1126790
TRUE,16,64,32768,2,5,74064,64.3329,1468150
TRUE,16,64,16384,2,15,81094,55.4183,1126790
TRUE,16,64,65536,2,15,73779,74.3746,2056710
TRUE,64,32,32768,1,9,64127,67.702,1284880
TRUE,16,128,131072,4,16,77173,128.075,3131260
TRUE,16,32,131072,4,8,76081,129.613,3131260
TRUE,16,32,16384,1,9,75357,58.7542,1116910
TRUE,32,64,16384,2,16,70333,59.8021,1117760
TRUE,64,64,32768,1,13,63818,67.5242,1284880
TRUE,64,128,131072,3,11,68775,126.388,2871060
TRUE,64,64,131072,2,10,66771,132.504,2871060
TRUE,16,32,16384,3,8,81489,55.4405,1149060
TRUE,16,128,16384,1,15,74399,59.3657,1116910
TRUE,32,64,65536,3,13,71594,71.5806,1790780
TRUE,16,64,65536,3,6,76270,72.1952,2056710
TRUE,16,32,65536,4,16,76628,70.9223,1989140
TRUE,64,64,65536,3,11,68716,72.1358,1671260
TRUE,16,64,16384,2,13,78941,56.6061,1126790
TRUE,32,32,32768,3,15,70647,63.7007,1293630
TRUE,16,32,32768,3,5,76605,62.5067,1468150
TRUE,16,64,32768,4,9,77706,61.4347,1445110
TRUE,64,128,131072,1,16,64261,136.675,2861180
TRUE,32,64,131072,1,6,66451,136.861,3145000
TRUE,16,32,32768,4,13,76414,62.2525,1445110
TRUE,64,32,131072,3,10,68470,126.869,2871060
TRUE,32,64,32768,1,12,66244,67.6085,1284510
TRUE,16,128,16384,4,6,81903,54.7106,1104520
TRUE,64,64,16384,1,6,64820,62.4105,1032280
TRUE,64,64,32768,3,6,68711,63.732,1294760
TRUE,32,32,32768,1,7,65888,67.8999,1284510
TRUE,32,128,65536,4,9,75160,69.086,1790390
TRUE,64,32,16384,3,8,70209,58.6493,1042170
TRUE,32,128,16384,3,10,72483,57.3174,1072450
TRUE,64,64,65536,3,6,68852,72.7893,1671260
TRUE,64,32,16384,3,15,70182,58.383,1042170
TRUE,32,64,131072,1,5,66024,137.646,3145000
TRUE,16,128,16384,1,11,75634,58.5897,1116910
TRUE,16,32,16384,2,11,79012,56.5648,1126790
TRUE,64,64,16384,1,11,65746,62.5749,1076820
TRUE,16,32,131072,3,5,76235,130.206,3154290
TRUE,32,64,65536,3,9,70310,72.4088,1791540
TRUE,32,128,16384,3,9,72416,57.9131,1116990
TRUE,32,128,32768,4,7,74284,61.3082,1293250
TRUE,64,32,32768,2,7,66530,65.8813,1294760
TRUE,16,32,16384,1,13,74449,59.2999,1116910
TRUE,16,128,131072,4,4,76412,128.922,3131260
TRUE,32,128,131072,4,7,74781,123.308,3144610
TRUE,16,128,32768,3,9,76390,62.6058,1468150
TRUE,32,128,131072,4,16,74693,122.979,3100070
TRUE,16,32,131072,2,9,73873,134.947,3154290
TRUE,32,32,16384,4,15,76680,55.5466,1117760
TRUE,32,64,65536,1,5,66400,76.9469,1826200
TRUE,64,128,32768,3,15,68711,63.7391,1294760
TRUE,64,32,32768,2,8,66946,65.6904,1339300
TRUE,16,64,16384,3,14,83004,53.813,1082250
TRUE,16,64,131072,3,4,76030,130.052,3109760
TRUE,32,64,16384,3,8,72181,57.7347,1073220
TRUE,32,32,16384,1,4,67915,60.642,1072450
TRUE,64,32,131072,3,6,68540,126.794,2871060
TRUE,64,32,32768,2,6,66946,65.6678,1339300
TRUE,16,32,65536,3,9,76916,71.7049,2056710
TRUE,64,128,65536,2,9,67228,74.9624,1671260
TRUE,16,64,65536,4,13,77583,70.8328,2033670
TRUE,16,32,131072,4,4,76997,127.722,3086720
TRUE,64,128,65536,2,5,67050,75.1219,1671260
TRUE,64,128,16384,1,12,64801,63.3249,1076820
TRUE,32,32,65536,2,15,69103,74.0625,1790780
TRUE,16,32,131072,1,16,70737,140.311,3144410
TRUE,16,64,131072,4,4,77911,127.013,3131260
TRUE,32,32,32768,4,11,74609,61.0907,1293250
TRUE,32,128,16384,1,6,67520,61.6387,1107870
TRUE,32,32,65536,4,11,74347,69.7038,1790390
TRUE,16,32,32768,2,6,74005,64.3716,1468150
TRUE,16,128,16384,4,8,83640,53.796,1104520
TRUE,32,32,131072,2,13,68853,131.208,3145760
TRUE,32,128,65536,3,7,71045,72.3573,1836080
TRUE,32,32,16384,3,6,72288,57.4506,1072450
TRUE,16,128,65536,3,12,76028,72.3735,2056710
TRUE,32,32,32768,1,6,66007,68.2287,1338170
TRUE,16,32,65536,1,8,70752,76.9214,2046830
TRUE,32,128,16384,1,12,67420,61.538,1116990
TRUE,32,64,131072,3,13,70547,125.455,3101220
TRUE,64,128,65536,2,4,66886,75.8194,1715800
TRUE,64,64,32768,1,11,63806,67.54,1284880
TRUE,16,64,32768,1,12,72402,64.9856,1413720
TRUE,64,128,16384,4,16,73779,56.0449,1042170
TRUE,64,64,65536,4,13,72153,70.3247,1671260
TRUE,16,128,16384,4,10,82411,54.4538,1104520
TRUE,16,128,131072,2,10,73874,134.994,3154290
TRUE,64,32,65536,4,8,72189,70.2819,1671260
TRUE,32,32,16384,2,4,69472,59.8479,1073220
TRUE,64,64,131072,2,6,67104,131.923,2871060
TRUE,16,32,65536,1,5,71346,76.3982,2046830
TRUE,32,128,65536,2,7,68753,74.3517,1790780
TRUE,32,32,16384,4,9,76575,55.052,1073220
TRUE,16,32,16384,4,11,84685,52.7567,1059980
TRUE,32,64,32768,3,4,70840,64.0978,1338170
TRUE,64,64,16384,2,16,69296,59.5638,1042170
TRUE,64,128,65536,2,11,67453,75.316,1715800
TRUE,16,32,32768,3,15,76560,62.5083,1468150
TRUE,16,64,32768,3,16,75968,62.3314,1423610
TRUE,32,32,16384,3,11,72437,57.3449,1072450
TRUE,16,128,131072,2,11,73990,135.009,3154290
TRUE,32,32,32768,4,10,74003,62.1427,1338930
TRUE,16,64,16384,4,10,83862,53.6459,1104520
TRUE,16,32,32768,4,11,77363,61.6534,1445110
TRUE,16,64,131072,2,8,73876,134.341,3109760
TRUE,64,128,16384,3,8,69925,58.8669,1042170
TRUE,32,128,65536,2,14,68949,74.1889,1790780
TRUE,32,64,16384,4,7,77179,55.2609,1117760
TRUE,32,32,32768,4,15,73970,61.6339,1294390
TRUE,32,64,16384,2,6,69981,60.0635,1117760
TRUE,64,32,16384,4,6,72909,56.5956,1042170
TRUE,64,32,16384,4,4,73757,56.3448,1042170
TRUE,32,64,65536,3,10,70742,72.2861,1790780
TRUE,32,64,32768,1,8,65877,68.3137,1338170
TRUE,64,32,131072,4,14,71554,123.674,2871060
TRUE,64,128,65536,2,16,67065,75.1059,1671260
TRUE,32,32,16384,1,11,67067,61.8237,1116990
TRUE,16,32,131072,2,8,73833,134.622,3109760
TRUE,32,64,16384,2,10,70403,58.8287,1072450
TRUE,32,32,131072,1,11,65890,136.104,3135880
TRUE,16,32,16384,2,15,78612,56.7897,1126790
TRUE,64,32,65536,4,4,72106,70.3578,1671260
TRUE,64,32,131072,3,7,68506,126.812,2871060
TRUE,64,32,32768,3,7,68601,63.815,1294760
TRUE,16,32,65536,3,11,76160,71.7436,2012170
TRUE,32,32,16384,1,15,67169,61.8958,1107870
TRUE,16,128,65536,3,16,76057,72.3587,2056710
TRUE,32,32,65536,1,9,66480,76.8534,1826200
TRUE,16,32,131072,1,6,70110,141.406,3144410
TRUE,16,32,16384,2,14,78763,56.7111,1126790
TRUE,16,32,131072,3,11,75850,130.774,3154290
TRUE,32,64,65536,4,4,74433,69.6528,1790390
TRUE,16,128,131072,4,9,76998,127.81,3086720
TRUE,16,32,16384,4,7,84493,53.3576,1104520
TRUE,32,64,131072,3,8,70907,125.053,3101220
TRUE,32,64,131072,1,11,67091,135.064,3100460
TRUE,16,64,32768,4,5,78324,61.0567,1445110
TRUE,32,64,65536,2,14,68820,74.9311,1836080
TRUE,16,32,32768,3,10,76583,61.9658,1423610
TRUE,64,64,65536,1,8,64412,77.4164,1661370
TRUE,16,64,65536,2,7,74829,73.0316,2012170
TRUE,32,32,32768,1,10,66373,67.5114,1284510
TRUE,32,128,32768,1,7,65687,68.4791,1338170
TRUE,16,128,65536,1,4,69757,77.7558,2046830
TRUE,32,64,65536,4,12,74941,69.0472,1791540
TRUE,64,128,65536,3,9,68233,73.3254,1671260